,Datetime,Region,Technology,Tech category,Value
136,2023,reg1,Hydro_PP_10,Supply,110000.0
137,2024,reg1,Hydro_PP_10,Supply,110000.0
138,2025,reg1,Hydro_PP_10,Supply,110000.0
139,2026,reg1,Hydro_PP_10,Supply,110000.0
140,2027,reg1,Hydro_PP_10,Supply,110000.0
141,2028,reg1,Hydro_PP_10,Supply,110000.0
142,2029,reg1,Hydro_PP_10,Supply,110000.0
143,2030,reg1,Hydro_PP_10,Supply,110000.0
144,2019,reg1,PV_PP,Supply,88000.0
145,2020,reg1,PV_PP,Supply,88000.0
146,2021,reg1,PV_PP,Supply,88000.0
147,2022,reg1,PV_PP,Supply,88000.0
148,2023,reg1,PV_PP,Supply,88000.0
149,2024,reg1,PV_PP,Supply,88000.0
150,2025,reg1,PV_PP,Supply,88000.0
151,2026,reg1,PV_PP,Supply,88000.0
152,2027,reg1,PV_PP,Supply,88000.0
153,2028,reg1,PV_PP,Supply,88000.0
154,2029,reg1,PV_PP,Supply,88000.0
155,2030,reg1,PV_PP,Supply,88000.0
156,2019,reg1,New_hydro_PP,Supply,0.0
157,2020,reg1,New_hydro_PP,Supply,92165.75770353552
158,2021,reg1,New_hydro_PP,Supply,183731.7382419721
159,2022,reg1,New_hydro_PP,Supply,210521.7849497243
160,2023,reg1,New_hydro_PP,Supply,237111.90593577648
161,2024,reg1,New_hydro_PP,Supply,263702.0269218294
162,2025,reg1,New_hydro_PP,Supply,290292.14790788194
163,2026,reg1,New_hydro_PP,Supply,316882.2688939345
164,2027,reg1,New_hydro_PP,Supply,343672.31560168666
165,2028,reg1,New_hydro_PP,Supply,370262.4365877396
166,2029,reg1,New_hydro_PP,Supply,396852.5575737917
167,2030,reg1,New_hydro_PP,Supply,423442.67855984427
168,2019,reg1,New_PV_PP,Supply,0.0
169,2020,reg1,New_PV_PP,Supply,23864.406779661014
170,2021,reg1,New_PV_PP,Supply,47728.81355932203
171,2022,reg1,New_PV_PP,Supply,71593.22033898304
172,2023,reg1,New_PV_PP,Supply,95457.62711864404
173,2024,reg1,New_PV_PP,Supply,119322.03389830506
174,2025,reg1,New_PV_PP,Supply,143186.44067796605
175,2026,reg1,New_PV_PP,Supply,167050.8474576271
176,2027,reg1,New_PV_PP,Supply,190915.2542372881
177,2028,reg1,New_PV_PP,Supply,214779.66101694907
178,2029,reg1,New_PV_PP,Supply,238644.06779661012
179,2030,reg1,New_PV_PP,Supply,262508.47457627114
180,2019,reg1,New_wind_PP,Supply,0.0
181,2020,reg1,New_wind_PP,Supply,0.0
182,2021,reg1,New_wind_PP,Supply,0.0
183,2022,reg1,New_wind_PP,Supply,0.0
184,2023,reg1,New_wind_PP,Supply,0.0
185,2024,reg1,New_wind_PP,Supply,0.0
186,2025,reg1,New_wind_PP,Supply,0.0
187,2026,reg1,New_wind_PP,Supply,0.0
188,2027,reg1,New_wind_PP,Supply,0.0
189,2028,reg1,New_wind_PP,Supply,0.0
190,2029,reg1,New_wind_PP,Supply,0.0
191,2030,reg1,New_wind_PP,Supply,0.0
192,2019,reg1,New_geo_PP,Supply,0.0
193,2020,reg1,New_geo_PP,Supply,0.0
194,2021,reg1,New_geo_PP,Supply,0.0
195,2022,reg1,New_geo_PP,Supply,0.0
196,2023,reg1,New_geo_PP,Supply,0.0
197,2024,reg1,New_geo_PP,Supply,0.0
198,2025,reg1,New_geo_PP,Supply,0.0
199,2026,reg1,New_geo_PP,Supply,0.0
200,2027,reg1,New_geo_PP,Supply,0.0
201,2028,reg1,New_geo_PP,Supply,0.0
202,2029,reg1,New_geo_PP,Supply,0.0
203,2030,reg1,New_geo_PP,Supply,0.0
204,2019,reg1,Coal_PP,Conversion,300000.0
205,2020,reg1,Coal_PP,Conversion,340827.3381
206,2021,reg1,Coal_PP,Conversion,358021.5827
207,2022,reg1,Coal_PP,Conversion,394370.5036
208,2023,reg1,Coal_PP,Conversion,430719.4245
209,2024,reg1,Coal_PP,Conversion,467068.3453
210,2025,reg1,Coal_PP,Conversion,503417.2662
211,2026,reg1,Coal_PP,Conversion,539766.1871
212,2027,reg1,Coal_PP,Conversion,576115.1079
213,2028,reg1,Coal_PP,Conversion,612464.0288
214,2029,reg1,Coal_PP,Conversion,648812.9496
215,2030,reg1,Coal_PP,Conversion,685161.8705
216,2019,reg1,Diesel_PP,Conversion,85220.0
217,2020,reg1,Diesel_PP,Conversion,85220.0
218,2021,reg1,Diesel_PP,Conversion,85220.0
219,2022,reg1,Diesel_PP,Conversion,85220.0
220,2023,reg1,Diesel_PP,Conversion,85220.0
221,2024,reg1,Diesel_PP,Conversion,85220.0
222,2025,reg1,Diesel_PP,Conversion,85220.0
223,2026,reg1,Diesel_PP,Conversion,85220.0
224,2027,reg1,Diesel_PP,Conversion,85220.0
225,2028,reg1,Diesel_PP,Conversion,85220.0
226,2029,reg1,Diesel_PP,Conversion,85220.0
227,2030,reg1,Diesel_PP,Conversion,85220.0
228,2019,reg1,HFO_PP,Conversion,105000.0
229,2020,reg1,HFO_PP,Conversion,105000.0
230,2021,reg1,HFO_PP,Conversion,114591.5141
231,2022,reg1,HFO_PP,Conversion,124934.2762
232,2023,reg1,HFO_PP,Conversion,135277.0383
233,2024,reg1,HFO_PP,Conversion,145619.8003
234,2025,reg1,HFO_PP,Conversion,155945.0915
235,2026,reg1,HFO_PP,Conversion,166287.8536
236,2027,reg1,HFO_PP,Conversion,176630.6156
237,2028,reg1,HFO_PP,Conversion,186973.3777
238,2029,reg1,HFO_PP,Conversion,197316.1398
239,2030,reg1,HFO_PP,Conversion,207641.4309
240,2019,reg1,Bio_PP,Conversion,4000.0
241,2020,reg1,Bio_PP,Conversion,4000.0
242,2021,reg1,Bio_PP,Conversion,4000.0
243,2022,reg1,Bio_PP,Conversion,4000.0
244,2023,reg1,Bio_PP,Conversion,4000.0
245,2024,reg1,Bio_PP,Conversion,4000.0
246,2025,reg1,Bio_PP,Conversion,4000.0
247,2026,reg1,Bio_PP,Conversion,4000.0
248,2027,reg1,Bio_PP,Conversion,4000.0
249,2028,reg1,Bio_PP,Conversion,4000.0
250,2029,reg1,Bio_PP,Conversion,4000.0
251,2030,reg1,Bio_PP,Conversion,4000.0
252,2019,reg1,Elec_distribution,Transmission,1e+20
253,2020,reg1,Elec_distribution,Transmission,1e+20
254,2021,reg1,Elec_distribution,Transmission,1e+20
255,2022,reg1,Elec_distribution,Transmission,1e+20
256,2023,reg1,Elec_distribution,Transmission,1e+20
257,2024,reg1,Elec_distribution,Transmission,1e+20
258,2025,reg1,Elec_distribution,Transmission,1e+20
259,2026,reg1,Elec_distribution,Transmission,1e+20
260,2027,reg1,Elec_distribution,Transmission,1e+20
261,2028,reg1,Elec_distribution,Transmission,1e+20
262,2029,reg1,Elec_distribution,Transmission,1e+20
263,2030,reg1,Elec_distribution,Transmission,1e+20
264,2019,reg2,Diesel_supply,Supply,1e+20
265,2020,reg2,Diesel_supply,Supply,1e+20
266,2021,reg2,Diesel_supply,Supply,1e+20
267,2022,reg2,Diesel_supply,Supply,1e+20
268,2023,reg2,Diesel_supply,Supply,1e+20
269,2024,reg2,Diesel_supply,Supply,1e+20
270,2025,reg2,Diesel_supply,Supply,1e+20
271,2026,reg2,Diesel_supply,Supply,1e+20
272,2027,reg2,Diesel_supply,Supply,1e+20
273,2028,reg2,Diesel_supply,Supply,1e+20
274,2029,reg2,Diesel_supply,Supply,1e+20
275,2030,reg2,Diesel_supply,Supply,1e+20
276,2019,reg2,Hydro_PP_4,Supply,24000.0
277,2020,reg2,Hydro_PP_4,Supply,24000.0
278,2021,reg2,Hydro_PP_4,Supply,24000.0
279,2022,reg2,Hydro_PP_4,Supply,24000.0
280,2023,reg2,Hydro_PP_4,Supply,24000.0
281,2024,reg2,Hydro_PP_4,Supply,24000.0
282,2025,reg2,Hydro_PP_4,Supply,24000.0
283,2026,reg2,Hydro_PP_4,Supply,24000.0
284,2027,reg2,Hydro_PP_4,Supply,24000.0
285,2028,reg2,Hydro_PP_4,Supply,24000.0
286,2029,reg2,Hydro_PP_4,Supply,24000.0
287,2030,reg2,Hydro_PP_4,Supply,24000.0
288,2019,reg2,Hydro_PP_8,Supply,14800.0
289,2020,reg2,Hydro_PP_8,Supply,14800.0
290,2021,reg2,Hydro_PP_8,Supply,14800.0
291,2022,reg2,Hydro_PP_8,Supply,14800.0
292,2023,reg2,Hydro_PP_8,Supply,14800.0
293,2024,reg2,Hydro_PP_8,Supply,14800.0
294,2025,reg2,Hydro_PP_8,Supply,14800.0
295,2026,reg2,Hydro_PP_8,Supply,14800.0
296,2027,reg2,Hydro_PP_8,Supply,14800.0
297,2028,reg2,Hydro_PP_8,Supply,14800.0
298,2029,reg2,Hydro_PP_8,Supply,14800.0
299,2030,reg2,Hydro_PP_8,Supply,14800.0
300,2019,reg2,New_hydro_PP,Supply,0.0
301,2020,reg2,New_hydro_PP,Supply,1880.9338306844002
302,2021,reg2,New_hydro_PP,Supply,3749.6273110606708
303,2022,reg2,New_hydro_PP,Supply,4296.362958157639
304,2023,reg2,New_hydro_PP,Supply,4839.01848848525
305,2024,reg2,New_hydro_PP,Supply,5381.6740188128315
306,2025,reg2,New_hydro_PP,Supply,5924.3295491404715
307,2026,reg2,New_hydro_PP,Supply,6466.985079468053
308,2027,reg2,New_hydro_PP,Supply,7013.72072656505
309,2028,reg2,New_hydro_PP,Supply,7556.376256892574
310,2029,reg2,New_hydro_PP,Supply,8099.031787220272
311,2030,reg2,New_hydro_PP,Supply,8641.687317547854
312,2019,reg2,New_wind_PP,Supply,0.0
313,2020,reg2,New_wind_PP,Supply,0.0
314,2021,reg2,New_wind_PP,Supply,0.0
315,2022,reg2,New_wind_PP,Supply,0.0
316,2023,reg2,New_wind_PP,Supply,0.0
317,2024,reg2,New_wind_PP,Supply,0.0
318,2025,reg2,New_wind_PP,Supply,0.0
319,2026,reg2,New_wind_PP,Supply,0.0
320,2027,reg2,New_wind_PP,Supply,0.0
321,2028,reg2,New_wind_PP,Supply,0.0
322,2029,reg2,New_wind_PP,Supply,0.0
323,2030,reg2,New_wind_PP,Supply,0.0
324,2019,reg2,Diesel_PP,Conversion,530.0
325,2020,reg2,Diesel_PP,Conversion,530.0
326,2021,reg2,Diesel_PP,Conversion,530.0
327,2022,reg2,Diesel_PP,Conversion,530.0
328,2023,reg2,Diesel_PP,Conversion,530.0
329,2024,reg2,Diesel_PP,Conversion,530.0
330,2025,reg2,Diesel_PP,Conversion,530.0
331,2026,reg2,Diesel_PP,Conversion,530.0
332,2027,reg2,Diesel_PP,Conversion,530.0
333,2028,reg2,Diesel_PP,Conversion,530.0
334,2029,reg2,Diesel_PP,Conversion,530.0
335,2030,reg2,Diesel_PP,Conversion,530.0
336,2019,reg2,Elec_distribution,Transmission,1e+20
337,2020,reg2,Elec_distribution,Transmission,1e+20
338,2021,reg2,Elec_distribution,Transmission,1e+20
339,2022,reg2,Elec_distribution,Transmission,1e+20
340,2023,reg2,Elec_distribution,Transmission,1e+20
341,2024,reg2,Elec_distribution,Transmission,1e+20
342,2025,reg2,Elec_distribution,Transmission,1e+20
343,2026,reg2,Elec_distribution,Transmission,1e+20
344,2027,reg2,Elec_distribution,Transmission,1e+20
345,2028,reg2,Elec_distribution,Transmission,1e+20
346,2029,reg2,Elec_distribution,Transmission,1e+20
347,2030,reg2,Elec_distribution,Transmission,1e+20
348,2019,reg3,Diesel_supply,Supply,1e+20
349,2020,reg3,Diesel_supply,Supply,1e+20
350,2021,reg3,Diesel_supply,Supply,1e+20
351,2022,reg3,Diesel_supply,Supply,1e+20
352,2023,reg3,Diesel_supply,Supply,1e+20
353,2024,reg3,Diesel_supply,Supply,1e+20
354,2025,reg3,Diesel_supply,Supply,1e+20
355,2026,reg3,Diesel_supply,Supply,1e+20
356,2027,reg3,Diesel_supply,Supply,1e+20
357,2028,reg3,Diesel_supply,Supply,1e+20
358,2029,reg3,Diesel_supply,Supply,1e+20
359,2030,reg3,Diesel_supply,Supply,1e+20
360,2019,reg3,New_PV_PP,Supply,0.0
361,2020,reg3,New_PV_PP,Supply,0.0
362,2021,reg3,New_PV_PP,Supply,0.0
363,2022,reg3,New_PV_PP,Supply,0.0
364,2023,reg3,New_PV_PP,Supply,0.0
365,2024,reg3,New_PV_PP,Supply,0.0
366,2025,reg3,New_PV_PP,Supply,0.0
367,2026,reg3,New_PV_PP,Supply,0.0
368,2027,reg3,New_PV_PP,Supply,0.0
369,2028,reg3,New_PV_PP,Supply,0.0
370,2029,reg3,New_PV_PP,Supply,0.0
371,2030,reg3,New_PV_PP,Supply,0.0
372,2019,reg3,Diesel_PP,Conversion,2310.0
373,2020,reg3,Diesel_PP,Conversion,2310.0
374,2021,reg3,Diesel_PP,Conversion,2310.0
375,2022,reg3,Diesel_PP,Conversion,2310.0
376,2023,reg3,Diesel_PP,Conversion,2310.0
377,2024,reg3,Diesel_PP,Conversion,2310.0
378,2025,reg3,Diesel_PP,Conversion,2310.0
379,2026,reg3,Diesel_PP,Conversion,2310.0
380,2027,reg3,Diesel_PP,Conversion,2310.0
381,2028,reg3,Diesel_PP,Conversion,2310.0
382,2029,reg3,Diesel_PP,Conversion,2310.0
383,2030,reg3,Diesel_PP,Conversion,2310.0
384,2019,reg3,Elec_distribution,Transmission,1e+20
385,2020,reg3,Elec_distribution,Transmission,1e+20
386,2021,reg3,Elec_distribution,Transmission,1e+20
387,2022,reg3,Elec_distribution,Transmission,1e+20
388,2023,reg3,Elec_distribution,Transmission,1e+20
389,2024,reg3,Elec_distribution,Transmission,1e+20
390,2025,reg3,Elec_distribution,Transmission,1e+20
391,2026,reg3,Elec_distribution,Transmission,1e+20
392,2027,reg3,Elec_distribution,Transmission,1e+20
393,2028,reg3,Elec_distribution,Transmission,1e+20
394,2029,reg3,Elec_distribution,Transmission,1e+20
395,2030,reg3,Elec_distribution,Transmission,1e+20
